stimulus,1223_2636,1224_2642,1228_2674,1229_2683,1230_2680,1238_2578,1241_2583,1242_2582,1243_2580,1247_2590,1248_2587,1251_2589,1253_2592,1256_2601,1257_2600,1258_2598,1263_2603,1264_2602,1265_2605,1272_2607,1275_2613,1276_2612,1277_2616,1278_2617,1280_2620,1283_2634,1285_2635,1286_2632,1287_2633,1288_2640,1291_2643,1293_2639,1294_2646,1297_2676,1298_2645,1300_2649,1303_2653,1304_2655,1307_2659,1308_2658,1312_2663,1317_2661,1318_2662,1319_2665,1320_2666,1321_2672,1322_2673,1324_2682,1327_2687,1329_2685,1334_2692,1335_2691,1337_2698,1338_2697,1342_2703,1343_2704,1347_2710,1349_2712,1350_2716,1354_2719,1355_2718,1364_2747,1366_2753,1373_2764,1374_2754,1383_2744,1387_2758,1389_2768,1390_2767,1391_2773,200_2596,376_2701,390_2678,411_2614,418_2668,419_2715,425_2763,436_2714,454_2721,457_2604,471_2675,486_2679,500_2594,503_2618,505_2772,524_2599,551_2700,552_2722,582_2766,586_2667,587_2695,596_2591,603_2708,609_2689,617_2702,630_2706,643_2574,646_2595,651_2575,678_2684,700_2693,710_2709,724_2774,779_2621,864_2677,mean
707943485d,,38.6683,,33.9467,27.4258,,,21.7760,31.7600,,,63.9475,31.1378,55.1076,64.0312,,31.5642,87.3842,26.7706,26.3312,31.2614,,21.2132,16.0728,34.2783,65.0739,18.2003,,,,,30.3681,40.0925,23.4888,21.2132,31.3961,27.8602,,18.4391,,27.8089,,14.2829,63.8179,,,,,51.7043,28.5243,22.8416,,72.6483,66.4962,28.2162,19.8524,,,24.1523,,,,29.3795,19.7990,,38.5066,,37.1342,53.0964,54.3906,42.6615,42.0000,,,,,,24.9615,,234.5287,43.5890,,,57.4156,51.0628,,86.2981,51.4993,,,39.7273,,47.1797,83.5996,52.9561,2444.3126,,,,33.4252,,36.9062,36.2629,53.8516,,82.5196
70fa67ed9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5712
724da51f30,,39.1933,,42.5772,38.3183,,,25.9309,37.4469,,,94.7365,44.2665,53.2006,100.1476,,47.0976,55.8458,56.1145,38.2202,32.3265,,21.0291,23.3776,48.7462,163.9271,27.2999,,,,,39.2696,31.9438,22.8473,18.0810,27.1621,27.9881,,23.6155,,25.4588,,18.9737,21.0690,,,,,77.1103,30.4138,21.2419,,70.4489,294.9340,,19.0734,,,22.1517,,,,25.6102,19.5789,,25.0660,,35.5649,40.7877,38.2971,37.4428,48.4653,,,,,,20.8337,,185.2089,57.5669,,,66.7744,44.4878,,64.3558,38.1980,,,78.4358,,45.0111,41.8330,55.8428,1259.7195,,,,23.0809,,34.2502,45.3689,65.0320,,69.6400
74d44bc770,28.0306,33.9807,30.3188,53.2514,33.1788,39.4042,17.8625,22.2513,60.2446,38.6737,28.8505,29.2033,27.9769,53.3942,61.1351,30.5505,55.6972,66.0044,44.5769,26.1585,37.2178,42.7922,76.6718,24.6545,60.8276,58.3809,24.0288,37.4975,110.5248,,26.4834,33.1898,28.5218,19.4766,25.4863,31.8394,21.8258,34.4855,22.9290,29.5873,45.0714,28.9015,19.7642,20.3306,20.2595,68.4314,45.3798,61.2613,80.8833,33.1162,30.6050,19.8089,77.8078,85.0368,,37.3330,44.4182,29.0423,25.7438,41.8789,34.4062,272.9646,71.8638,19.8941,25.3795,26.9014,181.6212,28.5549,55.3687,,44.6281,47.0744,119.7411,71.9740,46.4280,34.4719,17.5412,47.8296,24.9810,193.4842,62.5418,231.7614,74.1255,57.6501,27.6441,41.6333,43.3590,36.3515,57.5905,64.4316,56.3963,66.4098,33.1266,61.6210,158.8432,421.8264,37.7859,29.3000,25.3610,34.0849,37.3858,31.2250,42.6975,75.8288,192.1924,55.9659
761f297252,27.8124,,26.4575,,,25.9119,27.0801,,,25.7951,26.5204,,,,,57.6722,,,,,,29.1230,,,,,,24.4060,51.8301,33.6155,32.7236,,,,,,,32.5042,,18.9297,,24.4949,,,22.3607,47.0744,47.6595,66.7886,,,,11.7514,,,,,31.6228,17.5810,,46.8631,27.1792,83.4839,,,25.0333,,68.8234,,,,,,79.1531,41.3824,70.1427,36.0555,26.5832,,27.6499,,,42.9588,48.1812,,,37.4700,,,38.8373,43.3013,,46.8674,,,,,26.6237,26.3674,61.9139,,49.0653,,,,316.0696,44.9937
77f3c0b5bf,,,30.4822,,,45.4447,,26.4575,50.3450,,,35.6225,33.0774,62.1059,56.6837,29.5581,25.2262,191.1805,36.8179,,28.6893,15.7568,,20.2330,40.5229,,22.1880,26.3984,159.9858,,36.8690,28.1480,22.2777,18.7083,31.8591,30.2515,17.0139,28.4697,18.9097,27.2845,24.9285,27.8568,15.9687,32.4037,20.2614,69.5013,,,42.2999,23.6741,23.1933,9.6490,126.8858,151.2258,,,39.3043,30.0370,18.5332,46.0237,33.4845,47.0758,33.5410,41.8994,24.4163,,92.2163,20.7223,43.7697,,,33.4274,56.5685,,49.3876,28.9984,,21.6617,23.5407,,37.1099,27.7746,24.6021,74.4545,39.3212,31.5348,,32.9242,30.2765,74.8064,48.2614,,,33.7357,40.5208,1559.5790,,,32.6599,,,21.9684,42.2399,,259.4438,63.9505
7833f8b688,,25.6038,32.8369,33.2866,35.1188,40.7794,86.0233,25.6125,47.7552,,,37.7712,29.8664,49.6947,61.5792,,31.6228,57.9355,44.6281,,37.4166,34.3802,11.8322,21.6025,43.0317,,23.8630,28.3452,30.4725,36.6856,28.9704,30.0793,43.0258,21.6333,27.1516,20.7550,21.9848,20.6155,23.8586,77.8150,43.6551,27.0521,23.9317,16.6812,27.4773,,,,40.9033,21.9089,19.1982,14.3839,41.1239,110.7048,,,32.9712,24.3413,25.9808,37.2419,30.9005,30.0000,19.7814,,21.6025,29.2664,,37.4166,49.9600,46.8534,,36.8310,145.0977,,31.1942,20.1606,,29.6954,29.9333,126.5989,56.5685,,36.2441,71.1638,,28.0422,,,43.0369,53.0162,,,,48.4577,44.5922,1713.9380,42.5572,20.9008,25.6144,27.0801,,,49.9643,55.9114,271.5483,62.5640
7902febdab,58.3401,,30.8607,,,32.9983,,,31.2121,,,52.9600,,,27.3861,29.8408,39.3700,44.0280,29.3103,28.1425,33.1176,,17.5594,,52.3832,,,22.5462,138.5641,36.2531,38.5329,,31.5040,,24.4474,32.0713,21.9625,17.5000,,26.8901,30.3315,,14.5960,43.6931,20.7745,,,,26.0000,25.1661,19.5256,21.2972,66.7280,126.4032,,,35.2241,24.5628,29.1175,81.6868,33.9116,,30.3109,,30.1662,33.1662,,32.5137,,,,,,,53.4522,,,18.4391,,,49.3288,,38.2835,,,33.9786,,,,96.7433,31.7917,,,31.2388,147.9114,552.9969,,,56.0930,,,,41.4997,,260.9350,54.2080
7af49f29bc,,27.2029,,42.0714,32.8634,,,25.3969,44.1760,,,51.2076,33.5659,80.4452,60.6339,,25.5563,234.5208,33.0246,35.7460,42.1307,,15.8114,20.0805,44.7586,73.4847,23.9658,,,,,42.0883,22.9129,18.6339,22.8841,30.8957,20.0998,,16.2019,,41.7665,,16.7525,32.4834,,,,,54.3512,21.2132,22.0605,,61.2896,122.5510,38.4336,20.1133,,,24.6306,,,,35.1568,50.9225,,27.6073,,29.2499,41.2311,36.5443,27.6562,139.0324,,,,,,24.9241,,113.8671,43.4407,,,68.0074,37.6450,,118.7110,79.7065,,,34.7169,,46.1325,89.3806,113.9038,631.6146,,,,25.1312,,25.7325,37.1587,49.3487,,57.4234
7b5ec780fd,,35.9924,,43.8376,31.2076,,,28.6568,47.9197,,,33.3218,30.6343,96.9822,48.3165,,28.8033,147.7450,32.4037,24.7656,36.3693,,17.2091,21.0713,44.4972,71.2461,17.5000,,,,,32.2631,20.7020,23.0682,55.9089,30.5505,16.2788,,21.8499,,29.2083,,19.5959,37.8255,,,,,96.4867,27.7849,19.6712,,65.5006,63.4277,32.6781,19.0693,,,24.4097,,,,55.6776,20.7550,,29.2083,,23.5028,30.9192,39.7911,27.5330,32.1056,,,,,,25.4588,,149.1979,44.4193,,,45.2769,31.9482,,93.4077,43.5431,,,54.3309,,36.9995,32.6950,77.7398,93.3886,,,,24.9666,,20.0000,46.5475,56.0220,,42.7901
7e53e83dac,,23.1364,44.7214,,30.6594,25.7307,38.8587,18.0739,42.2447,25.4951,,23.2993,31.3847,61.3875,59.4138,31.2076,27.2668,211.7328,28.0212,,34.7681,24.1738,22.2967,18.9497,42.0978,,31.3050,21.1409,122.7770,24.7293,29.0934,29.4690,25.3041,20.8395,22.0269,37.1259,21.0713,35.8236,18.5646,34.5205,35.4652,29.1288,18.8294,20.0000,19.7203,56.8624,36.3868,56.0788,57.1471,28.4990,17.2516,12.5357,105.2443,80.3358,22.3607,17.4233,30.9121,22.6455,27.4826,38.3099,32.2180,140.7835,22.9129,24.0192,23.6754,30.1583,,37.8853,,50.0869,,42.7807,73.6433,45.9743,38.7943,28.4666,23.2225,32.8416,18.3402,150.7961,43.0678,47.2703,30.2977,64.7275,27.9751,25.9652,,33.8231,81.3792,51.2696,46.6905,,,42.9407,48.4338,1246.7774,51.9524,38.4249,36.6324,23.9369,36.9324,17.2133,51.2754,,248.2167,55.7326
7e54c040c9,36.9591,53.8802,94.0390,61.0453,31.8522,56.1691,,33.5517,,,87.1454,67.3842,129.2002,104.8222,69.8676,78.2688,23.7697,89.8352,59.1251,63.9010,59.0136,126.4642,,31.3581,130.2811,244.8791,66.4719,120.3236,86.3476,,83.7637,62.4690,39.5330,19.0894,69.5847,96.0769,32.5291,101.8513,24.4284,106.8228,65.4217,27.4264,14.0765,37.3858,27.0801,90.5322,80.0098,,114.1899,53.5331,76.1577,23.2488,112.4042,107.2381,,,45.4465,45.2650,26.8604,35.3553,59.2621,301.9427,191.7048,45.2585,35.2083,42.3317,240.3735,240.2603,83.5497,,68.4931,,167.9286,236.9112,107.1603,62.7664,25.3215,63.0665,39.7045,204.4591,61.1719,388.5115,83.6062,129.5240,34.7720,138.4638,76.3035,65.1759,86.0855,94.7996,237.7887,124.2797,,105.8871,409.1917,1273.3444,57.8792,31.4529,45.1757,37.6893,80.7789,34.6724,73.7198,213.8795,191.9119,105.4841
7e8145276b,40.8975,,30.8761,,,27.5568,23.8253,,,37.5500,24.5875,,,,,43.3941,,,,,,27.2336,,,,,,23.1788,127.2311,27.3716,30.4138,,,,,,,24.9800,,68.6423,,22.8400,,,20.6962,38.7072,37.7645,38.3256,,,,13.2698,,,,,32.6431,27.6457,,60.7998,45.6001,271.2861,,,24.9923,,62.7121,,,,,,114.3233,42.4264,149.4172,35.7960,22.7781,,32.7256,,,41.4970,36.5663,,,29.8362,,,56.9244,123.1115,,69.0122,,,,,40.8928,36.9777,42.5181,,57.6105,,,,285.4728,56.2024
80060c7893,29.0537,,31.3877,,,26.8901,16.9558,,,26.3818,24.0370,,,,,41.7612,,,,,,20.1843,,,,,,28.7417,28.4445,34.3026,31.2250,,,,,,,30.2264,,29.6648,,23.0137,,,23.4915,68.7314,31.8689,40.7080,,,,18.0642,,,,,33.1662,21.9089,,77.1861,28.4730,58.0230,,,24.6403,,86.4292,,,,,,162.0494,36.9685,70.5632,35.0823,22.5760,,27.8733,,,44.4287,30.7318,,,20.6706,,,36.9685,51.8902,,50.9175,,,,,32.2102,42.3728,37.8464,,35.1781,,,,310.9601,45.0966
80e23cfaf6,20.0000,,33.4344,,,36.3212,22.6569,,,23.3699,28.2843,,,,,41.2311,,,,,,18.4592,,,,,,36.5347,96.0159,32.1634,24.9165,,,,,,,43.9223,,30.4725,,27.7350,,,19.6261,42.8607,38.2690,,,,,14.8324,,,,,17.6068,28.7953,,25.7307,53.4338,44.4154,,,27.5162,,74.5878,,,,,,115.2533,38.6782,166.2167,37.4166,25.5267,,26.0494,,,48.2418,37.8763,,,23.2737,,,48.0416,73.2413,,38.6437,,,,,43.9460,29.1956,34.9458,,55.8211,,,,249.4147,46.3947
81491afa75,31.3098,,35.3815,,,28.0453,13.5306,,,41.1411,24.4949,,,,,107.4351,,,,,,20.9762,,,,,,22.6635,55.7007,26.8707,27.7746,,,,,,,31.3119,,28.4343,,30.0314,,,19.9536,41.7231,42.6991,,,,,11.6496,,,,,26.1909,26.4961,,50.9175,31.6228,34.3891,,,28.7849,,137.0376,,,,,,143.9246,44.1362,77.8433,41.7744,19.1345,,26.1574,,,53.9928,35.5018,,,30.8925,,,39.3571,45.5826,,67.7983,,,,,55.6098,55.0108,37.7964,,40.8082,,,,316.4679,49.0315
82a5db5efc,,,,,,,,,52.4177,,,,,95.6403,,,,89.6925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0904
82b8a1e47e,,34.1565,,53.5978,28.3851,,,24.5374,36.7065,,,61.2896,60.6218,81.7007,47.4593,,32.9274,66.1300,53.3452,25.0000,30.1467,,20.1914,22.3002,45.1826,64.1113,26.1268,,,,,35.1049,20.4598,23.6741,16.2617,36.1200,21.3269,,19.6712,,39.4405,,16.1077,24.4949,,,,,73.2575,28.2365,22.3607,,56.9706,46.4579,22.7928,22.4499,,,19.1721,,,,24.7656,35.0000,,32.5419,,30.9570,64.9494,49.5111,35.6997,43.0265,,,,,,44.2154,,104.4522,49.5092,,,53.8094,54.9173,,109.4500,38.4454,,,59.5189,,48.6325,30.0397,91.1729,659.2336,,,,24.2813,,21.8692,53.2095,50.2991,,51.9309
8448052cd8,,,27.0031,44.7214,27.3324,,,,36.3242,,,61.6918,,,24.4060,59.0873,26.1464,62.5262,,,27.1570,,,16.0357,86.8646,,26.1268,26.5147,198.2107,,31.5822,,25.4558,,17.1791,29.6213,24.4949,,18.8460,,18.5293,28.0796,11.8019,28.0624,,,,,27.4643,28.8185,20.5287,14.8909,90.3412,,,,28.2232,26.2467,25.8538,54.6260,25.6174,50.5756,23.9444,,28.8964,23.1301,,36.0041,,,,,56.4624,,59.6962,,,23.2575,,,33.7533,,,72.9800,,18.2093,,48.8438,,76.6390,36.0555,46.6613,,,,,33.5410,,83.2541,18.2574,,,47.1405,,235.0000,43.2493
8636c37b38,29.3752,30.7713,41.7179,48.7981,28.4410,39.4661,12.1543,28.2089,86.1037,44.1588,37.4476,27.0220,51.8619,57.0463,76.6056,35.6395,32.6876,66.5178,46.8188,25.7481,41.6858,33.9116,20.9008,28.7352,58.3707,76.4853,27.2269,35.8920,34.4945,84.8654,29.7818,38.1364,31.8942,18.8155,22.7535,32.6859,21.7351,34.7942,21.8835,18.7345,62.8138,24.9432,21.9336,19.8933,20.2260,128.8866,40.7185,52.8050,65.7562,28.3029,28.9677,16.1374,56.8819,61.3614,,22.8104,31.2440,29.7832,22.2872,40.0278,42.4401,397.1248,41.4059,20.7020,25.8237,24.1788,118.7715,28.1366,50.7264,87.7496,32.1926,61.2686,95.3823,90.4869,42.9753,35.5358,21.7517,41.4126,21.0396,224.6637,53.3916,318.0616,44.8553,59.3467,21.7562,34.8542,101.3903,40.2301,65.9816,41.7558,57.4861,52.2141,30.4863,76.2338,108.5340,903.9835,43.8035,25.4951,46.7190,37.9473,83.7727,23.8048,48.4359,80.1687,236.7244,62.2823
86fbc23203,,,,31.8852,31.0644,23.4233,,34.2345,34.5944,,,39.0384,,84.8260,,,35.0155,,35.6571,,26.1052,22.9907,15.4110,10.6322,48.0302,,27.2029,29.3795,149.6262,,35.7305,,28.4272,23.8048,20.9231,28.0624,17.6569,32.5747,20.2405,,37.6070,,,19.2931,20.6155,,43.7451,,56.6316,21.9283,19.9263,10.2899,42.0746,57.7198,,,25.7236,27.0801,26.9502,102.8680,30.0832,215.9604,19.3649,18.5592,27.2166,25.5874,70.3431,27.7263,,,,51.9615,29.6052,70.4208,28.1662,26.4575,,23.5281,,,38.5450,27.2554,31.9722,,59.6867,37.3497,,45.8258,43.5252,64.4323,,,,39.2110,35.1352,5880.9766,34.0303,46.1519,46.4327,,44.2616,,48.6377,,266.9235,126.4903
89285953da,,,30.1583,,29.2770,,23.3487,,33.5410,20.2759,,54.7418,,,32.9502,46.7586,25.5650,55.8768,30.0832,,26.6667,,14.6898,,46.1095,,,18.6378,26.3847,,40.8775,26.2578,18.7083,,24.9737,,15.8114,,,23.7547,18.8680,,15.3741,31.5238,,,,,,21.0442,26.4035,18.3829,61.8177,49.5536,,,19.1256,22.6385,23.4521,120.0893,28.1425,,31.9539,,31.6860,32.3265,,31.9374,33.7357,,,,,43.7971,48.8094,,27.1241,19.9105,,80.4315,47.6731,29.2052,41.1377,60.0999,,38.1980,,,,43.1741,33.1006,54.6368,,,178.0871,,59.1910,,42.2624,24.0192,,,29.4174,,282.2332,41.7968
89c7682ff4,28.6208,,36.6707,,,26.7340,17.0234,,,35.5512,22.2539,,,,,27.3324,,,,,,37.4833,,,,,,42.1223,212.1757,53.4881,29.6648,,,,,,,25.3215,,38.9789,,34.9812,,,22.4194,46.0904,45.3060,39.5701,,,,17.8705,,,,,36.4387,23.2266,,38.9587,35.3875,207.3644,,,38.7011,,59.6696,,,,,,181.8869,44.4329,51.3566,45.9405,22.6443,,19.2472,,,40.5268,43.9033,,,64.4520,,,54.1043,53.6423,,49.7912,,,,,32.8261,27.2283,48.9898,,49.3851,,,,233.4286,53.2543
8b41ba384c,23.8273,30.8697,48.5627,47.2030,,42.0193,,23.8253,74.4696,,,32.3443,,54.3714,69.9821,30.5136,23.3217,106.3561,62.1634,21.2132,32.8181,34.7246,19.1213,19.4273,47.3142,59.9462,22.9734,38.5482,96.7119,,31.8896,41.9640,23.8514,22.3607,22.3018,30.2509,19.0394,22.4404,17.8786,45.1335,41.1331,25.2740,17.4429,16.5145,18.2574,55.0273,44.4836,56.3058,86.9770,24.3460,22.6385,14.1421,94.2840,135.4006,,22.2976,35.4562,27.7181,24.6262,49.7570,38.4599,499.2327,26.1268,18.9737,32.1455,24.2618,98.2931,23.4695,44.2154,,,149.9222,90.9800,,50.9475,29.1843,18.3973,37.4802,20.0555,274.0803,55.3345,32.4037,34.7572,55.6910,34.5688,32.6190,48.5341,54.0655,40.9794,51.9134,53.7742,59.2353,,59.8483,48.3539,534.4193,52.0052,28.4521,70.4607,23.6878,73.4705,34.2174,40.6202,51.9972,201.3846,57.4557
8b462d8f67,75.0000,,25.0924,,177.4093,109.8010,,37.3688,,,160.3475,,56.4314,189.9146,,,,204.7894,,,,,34.7340,,,103.8428,111.8034,,,,,,14.1421,,72.0603,93.4077,,50.6623,,,91.0311,,,,,,,,170.2939,,137.8405,130.0000,,,390.4485,,,,,,233.0594,,,,32.1983,34.2028,107.7033,146.8605,,,44.0779,130.3649,,,0.0000,,47.0106,42.7372,,,,153.3822,41.2311,,,,,212.6029,,274.7132,,,,,155.9712,494.1393,,,,,,10.0000,,46.5475,1016.6223,141.4961
8c68540ba8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4601
9244f6fac4,,32.9502,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8194,,,,,,,27.3861,20.8167,,,,,35.2542,,27.7639,,,,,,,,13.4519,,,,,,,,,,,,,,,239.1717,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6316,,,,,,,,,,,,60.6940
929cbd012c,29.8481,,38.4900,,,30.7246,24.9374,,,42.3827,25.2323,,,,,30.0757,,,,,,20.7275,,,,,,30.7482,17.8377,26.5875,29.3684,,,,,,,61.0620,,28.8926,,23.0651,,,21.8174,51.8459,65.2914,40.1848,,,,13.0384,,,,,27.2915,19.4722,,46.2005,38.0109,85.3424,,,31.2821,,89.6421,,,,,,75.2496,34.1377,59.6750,23.6155,24.0689,,23.4153,,,38.5141,33.7843,,,25.1085,,,67.7618,40.3828,,80.5118,,,,,38.8158,76.9090,40.8121,,32.9335,,,,303.7954,45.6566
92d7338a9f,,,30.7409,,,,,,26.8742,,,53.1801,,,,,34.4522,,,,,19.1185,15.9120,,38.6174,63.9633,18.3586,20.1778,25.0713,28.0306,44.1073,,38.9102,,28.5982,27.5299,,,29.3131,28.5945,29.9274,20.2162,15.3297,29.3447,,,,,,20.3769,22.3607,19.6497,51.3725,,,,18.9737,26.2851,28.5243,34.8329,30.4777,102.0893,25.9230,13.1789,22.9548,29.6332,40.9503,24.8151,30.8607,,23.2379,,53.0199,,25.4133,,,,19.8860,,50.1815,,35.9011,63.6251,,24.1030,,,,80.7259,34.8730,,32.2380,33.7510,,,,72.7115,87.9529,29.9358,,,34.4887,65.1738,185.5214,37.9363
931c4e2552,,25.9005,,38.8373,22.6670,,,18.3162,28.9828,,,56.5381,36.6900,54.8157,50.9902,,22.4404,55.5226,36.3318,30.4563,89.7218,,18.8680,18.8680,54.8074,73.7394,25.3364,,,,,24.9347,28.0394,21.3809,23.3184,22.3607,52.4631,,16.3628,,27.3290,,14.2829,37.2827,,,,,38.4274,34.4741,18.8818,,60.5150,89.2795,29.7610,26.2342,,,16.7332,,,,25.0000,18.0278,,22.1359,,25.7876,51.6914,45.4753,19.4029,40.9033,,,,,,25.9808,,261.8546,45.0925,,,73.4847,37.9850,,108.0895,49.5311,,,43.2666,,25.2605,56.8422,83.6945,443.7882,,,,37.0701,,25.6528,34.7131,68.6346,,49.3648
93405d5435,,44.3129,,43.1699,37.8227,,,35.0973,52.4985,,,38.7613,38.0789,57.1145,75.6988,,44.5397,55.1109,43.3091,28.1577,31.9006,,17.8085,21.3638,40.7818,63.9890,29.3776,,,,,31.3667,26.0037,19.8206,27.1944,37.3162,20.9762,,29.2715,,35.2630,,17.8444,38.8290,,,,,71.4461,26.6667,27.7064,,84.1873,87.0694,32.7774,27.5318,,,32.1023,,,,38.8188,21.2751,,21.1148,,30.5675,42.9669,34.4342,37.2921,43.3165,,,,,,40.7431,,193.8741,56.2238,,,56.9990,53.3620,,77.6819,41.0441,,,63.8254,,44.7871,42.2247,36.6145,919.9651,,,,26.2811,,29.1357,38.7298,56.3250,,57.7028
94337a6ed3,32.3728,,29.3258,,,29.4958,19.6241,,,27.7038,27.3861,,,,,36.9075,,,,,,26.2725,,,,,,26.5684,72.8440,35.2588,26.2524,,,,,,,45.8918,,20.0000,,30.3822,,,24.4425,48.1271,42.9123,49.6819,,,,13.9122,,,,,30.7447,26.6063,,33.7004,29.7209,67.8233,,,33.7773,,123.0273,,,,,,103.2123,41.2311,49.6754,22.4621,23.9565,,26.0590,,,47.5511,30.7002,,,27.6887,,,73.3413,59.6111,,56.2139,,,,,36.2572,30.2593,36.6488,,57.6335,,,,366.1679,47.7144
9528deebca,,,71.2117,43.5890,34.2327,46.1303,48.3046,26.9990,52.3000,66.8028,,24.3670,41.0411,103.8887,68.1680,48.2010,34.4674,78.9994,35.3925,20.0924,46.7748,28.3823,18.1353,15.9861,46.3424,53.9781,29.2083,24.3670,193.9381,,36.1777,47.8748,33.4575,,18.6378,29.8690,20.4577,29.6830,24.4381,41.4729,34.7815,28.2458,,24.8328,23.7045,81.8291,56.1620,52.4404,68.4902,23.9898,18.4226,14.0810,61.7572,94.1693,,15.8831,31.2650,23.9485,27.2697,53.8516,26.1684,390.0921,16.0728,21.0159,32.9020,25.5359,249.1701,20.0000,58.7143,,32.8507,67.4537,119.4182,,52.5595,26.2419,17.8285,30.0456,28.0212,157.0843,62.4820,41.1032,42.0000,47.8781,,52.5629,104.0833,44.2326,98.0581,103.6018,67.8847,60.3079,20.1778,51.7954,77.0281,688.6878,26.8860,28.4253,93.4377,25.9973,46.8114,30.3400,37.2195,58.7367,246.4896,61.5357
971e2d2b17,33.3900,,30.7230,,,33.1276,29.5907,,,31.2694,26.8691,,,,,37.0328,,,,,,44.8073,,,,,,29.0320,40.2874,25.6542,44.6281,,,,,,,26.1781,,24.0370,,24.0192,,,26.9377,63.7635,45.2769,57.8476,,,,19.3872,,,,,25.1044,29.0387,,52.5306,32.3472,26.0536,,,23.8979,,39.3553,,,,,,126.7105,40.2623,92.2129,30.8418,25.6038,,24.8900,,,40.4894,48.1106,,,26.4575,,,48.3791,63.8023,,46.3266,,,,,46.7947,43.0717,52.8559,,38.5937,,,,309.1344,46.0619
97f359e0a5,,33.6115,,35.5668,21.5058,,,33.4392,43.8284,,,91.3345,59.5819,74.9095,63.2456,,43.3640,219.9490,32.9905,23.1364,34.7519,,16.9223,22.7218,43.9789,71.0021,30.6225,,,,,36.9274,29.6235,26.2679,15.5754,38.0649,22.4210,,16.7774,,20.8474,,16.4952,40.7193,,,,,83.6533,29.9224,20.4438,,68.6566,44.5346,29.7952,22.6992,,,21.8072,,,,19.7037,80.1932,,22.2361,,30.5505,44.7457,51.4782,46.6781,53.4181,,,,,,24.4540,,104.9868,40.3371,,,65.3982,28.2482,,94.3398,46.5236,,,41.5907,,47.7383,36.4216,117.4734,970.5575,,,,26.9774,,27.8222,43.7480,69.6419,,60.9337
98aedfc49c,,36.5014,,40.1070,38.1560,,,26.4977,46.5564,,,29.0446,52.0627,67.5331,82.6095,,26.8794,82.3437,37.4907,28.2458,27.3567,,22.7204,27.2625,42.5994,184.4180,34.1240,,,,,36.4692,20.6007,19.4099,16.5328,42.2399,30.7137,,16.6312,,33.0609,,17.6963,21.5804,,,,,72.3253,27.3078,23.3263,,49.9166,156.6616,,43.4178,,,22.2486,,,,31.6721,24.0066,,22.9583,,24.0966,70.2012,46.6441,41.5551,44.1750,,,,,,37.4817,,223.4773,50.0856,,,55.0099,38.5239,,155.0806,49.2161,,,55.6776,,30.9692,46.9042,91.5552,985.4030,,,,17.7639,,28.5901,47.6885,73.6278,,64.5835
9c15579864,,36.5977,,58.3639,31.6450,,,23.8195,45.6097,,,38.9006,25.0278,73.9287,66.5863,,29.7799,75.7771,44.7667,39.0367,32.2217,,17.8885,19.2873,48.1781,155.6541,21.9390,,,,,33.0704,23.4897,22.3870,21.2793,31.9216,21.1752,,24.5845,,38.5470,,17.0911,18.9142,,,,,31.7712,23.4521,20.3282,,59.8545,104.5692,30.3354,21.5473,,,26.2134,,,,23.7473,25.1835,,29.9804,,33.1423,36.8285,45.8718,45.2198,48.9765,,,,,,36.6221,,179.6022,47.6194,,,62.2261,48.6357,,103.7625,46.4640,,,46.6300,,49.3377,33.0558,102.0831,848.3391,,,,28.0048,,32.7178,32.1288,55.4122,,57.3300
a0d187e000,,,25.4588,,,,,31.3249,35.4024,,,80.5686,,,,,28.9087,,30.1662,,22.6011,14.4749,13.3333,,36.6742,234.4716,29.3406,34.5011,18.7083,,32.5576,26.7467,28.5920,,16.8819,25.8660,17.3205,,18.9737,,24.6080,,17.3205,31.8119,,,,,50.2394,20.9165,27.9400,18.9297,76.3847,123.6932,37.5379,17.4271,21.1438,19.6748,18.4089,79.4229,37.6588,32.0590,18.7083,54.4234,27.6656,44.9242,,23.3893,,,,,72.3802,,33.5410,,,21.6025,23.9317,59.0198,44.2102,38.1134,102.0294,,,26.8742,,,60.8276,64.5377,,55.9626,,29.8547,74.1255,868.2495,,,24.4310,20.0959,,,47.1036,45.6269,327.4268,58.2080
a2bad7df09,30.1085,,40.1559,,,24.9615,38.8870,,,24.4425,28.7435,,,,,35.5269,,,,,,22.1923,,,,,,30.8221,220.3698,29.4263,32.0362,,,,,,,36.1814,,46.2378,,23.7697,,,27.8059,35.1918,39.5616,,,,,29.0659,,,,,25.0713,25.1109,,43.6956,28.2019,67.1022,,,33.3000,,97.4918,,,,,,90.1427,35.4508,157.4983,27.2371,20.7313,,28.0780,,,47.6190,40.8058,,,31.2790,,,67.6335,43.0946,,47.8473,,,,,38.1929,35.3553,35.5452,,50.5610,,,,259.3791,50.5096
